1
4 950 
2 4 91 67 91 75 99 75 99 67 0
2 4 91 115 91 123 99 123 99 115 0
2 4 91 379 91 387 99 387 99 379 0
2 4 91 131 91 139 99 139 99 131 0
2 4 99 107 99 115 107 115 107 107 0
2 4 91 107 91 115 99 115 99 107 0
2 4 91 363 91 371 99 371 99 363 0
2 4 91 139 91 147 99 147 99 139 0
2 4 91 91 91 99 99 99 99 91 0
2 4 91 123 91 131 99 131 99 123 0
2 4 91 315 91 323 99 323 99 315 0
2 4 91 75 91 83 99 83 99 75 0
2 4 91 355 91 363 99 363 99 355 0
2 4 91 59 91 67 99 67 99 59 0
2 4 91 83 91 91 99 91 99 83 0
2 4 99 115 99 123 107 123 107 115 0
2 4 99 59 99 67 107 67 107 59 0
2 4 91 307 91 315 99 315 99 307 0
2 4 99 67 99 75 107 75 107 67 0
2 4 99 75 99 83 107 83 107 75 0
2 4 91 195 91 203 99 203 99 195 0
2 4 91 299 91 307 99 307 99 299 0
2 4 91 323 91 331 99 331 99 323 0
2 4 91 331 91 339 99 339 99 331 0
2 4 99 99 99 107 107 107 107 99 0
2 4 91 211 91 219 99 219 99 211 0
2 4 91 163 91 171 99 171 99 163 0
2 4 107 155 107 163 115 163 115 155 0
2 4 99 203 99 211 107 211 107 203 0
2 4 99 187 99 195 107 195 107 187 0
2 4 99 139 99 147 107 147 107 139 0
2 4 99 347 99 355 107 355 107 347 0
2 4 91 99 91 107 99 107 99 99 0
2 4 107 67 107 75 115 75 115 67 0
2 4 99 339 99 347 107 347 107 339 0
2 4 99 315 99 323 107 323 107 315 0
2 4 99 355 99 363 107 363 107 355 0
2 4 99 371 99 379 107 379 107 371 0
2 4 107 187 107 195 115 195 115 187 0
2 4 99 163 99 171 107 171 107 163 0
2 4 99 299 99 307 107 307 107 299 0
2 4 99 363 99 371 107 371 107 363 0
2 4 107 163 107 171 115 171 115 163 0
2 4 99 123 99 131 107 131 107 123 0
2 4 99 131 99 139 107 139 107 131 0
2 4 99 155 99 163 107 163 107 155 0
2 4 99 323 99 331 107 331 107 323 0
2 4 99 331 99 339 107 339 107 331 0
2 4 107 203 107 211 115 211 115 203 0
2 4 99 147 99 155 107 155 107 147 0
2 4 107 195 107 203 115 203 115 195 0
2 4 99 283 99 291 107 291 107 283 0
2 4 99 195 99 203 107 203 107 195 0
2 4 99 227 99 235 107 235 107 227 0
2 4 99 307 99 315 107 315 107 307 0
2 4 99 379 99 387 107 387 107 379 0
2 4 107 59 107 67 115 67 115 59 0
2 4 99 219 99 227 107 227 107 219 0
2 4 99 291 99 299 107 299 107 291 0
2 4 107 219 107 227 115 227 115 219 0
2 4 107 211 107 219 115 219 115 211 0
2 4 107 235 107 243 115 243 115 235 0
2 4 99 211 99 219 107 219 107 211 0
2 4 107 251 107 259 115 259 115 251 0
2 4 107 259 107 267 115 267 115 259 0
2 4 107 243 107 251 115 251 115 243 0
2 4 107 283 107 291 115 291 115 283 0
2 4 107 291 107 299 115 299 115 291 0
2 4 107 227 107 235 115 235 115 227 0
2 4 91 219 91 227 99 227 99 219 0
2 4 91 187 91 195 99 195 99 187 0
2 4 91 371 91 379 99 379 99 371 0
2 4 91 339 91 347 99 347 99 339 0
2 4 91 155 91 163 99 163 99 155 0
2 4 91 283 91 291 99 291 99 283 0
2 4 91 227 91 235 99 235 99 227 0
2 4 99 91 99 99 107 99 107 91 0
2 4 91 291 91 299 99 299 99 291 0
2 4 99 83 99 91 107 91 107 83 0
2 4 91 147 91 155 99 155 99 147 0
2 4 91 347 91 355 99 355 99 347 0
2 4 91 203 91 211 99 211 99 203 0
2 4 107 371 107 379 115 379 115 371 0
2 4 115 211 115 219 123 219 123 211 0
2 4 123 123 123 131 131 131 131 123 0
2 4 115 235 115 243 123 243 123 235 0
2 4 115 291 115 299 123 299 123 291 0
2 4 123 163 123 171 131 171 131 163 0
2 4 123 195 123 203 131 203 131 195 0
2 4 115 155 115 163 123 163 123 155 0
2 4 115 259 115 267 123 267 123 259 0
2 4 115 203 115 211 123 211 123 203 0
2 4 123 91 123 99 131 99 131 91 0
2 4 115 219 115 227 123 227 123 219 0
2 4 123 99 123 107 131 107 131 99 0
2 4 115 371 115 379 123 379 123 371 0
2 4 123 187 123 195 131 195 131 187 0
2 4 123 155 123 163 131 163 131 155 0
2 4 115 243 115 251 123 251 123 243 0
2 4 115 283 115 291 123 291 123 283 0
2 4 115 67 115 75 123 75 123 67 0
2 4 115 195 115 203 123 203 123 195 0
2 4 115 251 115 259 123 259 123 251 0
2 4 123 115 123 123 131 123 131 115 0
2 4 115 187 115 195 123 195 123 187 0
2 4 115 379 115 387 123 387 123 379 0
2 4 123 219 123 227 131 227 131 219 0
2 4 123 67 123 75 131 75 131 67 0
2 4 123 107 123 115 131 115 131 107 0
2 4 115 227 115 235 123 235 123 227 0
2 4 115 59 115 67 123 67 123 59 0
2 4 123 131 123 139 131 139 131 131 0
2 4 107 379 107 387 115 387 115 379 0
2 4 123 59 123 67 131 67 131 59 0
2 4 123 323 123 331 131 331 131 323 0
2 4 123 371 123 379 131 379 131 371 0
2 4 123 227 123 235 131 235 131 227 0
2 4 123 347 123 355 131 355 131 347 0
2 4 123 379 123 387 131 387 131 379 0
2 4 123 339 123 347 131 347 131 339 0
2 4 123 283 123 291 131 291 131 283 0
2 4 115 163 115 171 123 171 123 163 0
2 4 123 291 123 299 131 299 131 291 0
2 4 123 315 123 323 131 323 131 315 0
2 4 139 163 139 171 147 171 147 163 0
2 4 139 291 139 299 147 299 147 291 0
2 4 131 347 131 355 139 355 139 347 0
2 4 139 315 139 323 147 323 147 315 0
2 4 131 187 131 195 139 195 139 187 0
2 4 131 323 131 331 139 331 139 323 0
2 4 131 99 131 107 139 107 139 99 0
2 4 131 219 131 227 139 227 139 219 0
2 4 139 131 139 139 147 139 147 131 0
2 4 131 163 131 171 139 171 139 163 0
2 4 139 91 139 99 147 99 147 91 0
2 4 139 331 139 339 147 339 147 331 0
2 4 139 123 139 131 147 131 147 123 0
2 4 139 155 139 163 147 163 147 155 0
2 4 131 91 131 99 139 99 139 91 0
2 4 131 331 131 339 139 339 139 331 0
2 4 139 347 139 355 147 355 147 347 0
2 4 139 107 139 115 147 115 147 107 0
2 4 139 283 139 291 147 291 147 283 0
2 4 139 339 139 347 147 347 147 339 0
2 4 139 59 139 67 147 67 147 59 0
2 4 131 195 131 203 139 203 139 195 0
2 4 131 339 131 347 139 347 139 339 0
2 4 131 59 131 67 139 67 139 59 0
2 4 139 67 139 75 147 75 147 67 0
2 4 131 291 131 299 139 299 139 291 0
2 4 131 67 131 75 139 75 139 67 0
2 4 131 107 131 115 139 115 139 107 0
2 4 131 115 131 123 139 123 139 115 0
2 4 139 323 139 331 147 331 147 323 0
2 4 139 235 139 243 147 243 147 235 0
2 4 139 115 139 123 147 123 147 115 0
2 4 131 155 131 163 139 163 139 155 0
2 4 131 227 131 235 139 235 139 227 0
2 4 131 315 131 323 139 323 139 315 0
2 4 131 371 131 379 139 379 139 371 0
2 4 139 99 139 107 147 107 147 99 0
2 4 131 379 131 387 139 387 139 379 0
2 4 123 331 123 339 131 339 131 331 0
2 4 131 131 131 139 139 139 139 131 0
2 4 131 283 131 291 139 291 139 283 0
2 4 131 123 131 131 139 131 139 123 0
2 4 155 115 155 123 163 123 163 115 0
2 4 155 59 155 67 163 67 163 59 0
2 4 147 115 147 123 155 123 155 115 0
2 4 139 379 139 387 147 387 147 379 0
2 4 147 131 147 139 155 139 155 131 0
2 4 147 347 147 355 155 355 155 347 0
2 4 147 371 147 379 155 379 155 371 0
2 4 147 59 147 67 155 67 155 59 0
2 4 147 283 147 291 155 291 155 283 0
2 4 155 123 155 131 163 131 163 123 0
2 4 147 67 147 75 155 75 155 67 0
2 4 147 155 147 163 155 163 155 155 0
2 4 155 131 155 139 163 139 163 131 0
2 4 147 379 147 387 155 387 155 379 0
2 4 155 107 155 115 163 115 163 107 0
2 4 147 243 147 251 155 251 155 243 0
2 4 155 99 155 107 163 107 163 99 0
2 4 147 99 147 107 155 107 155 99 0
2 4 155 155 155 163 163 163 163 155 0
2 4 147 91 147 99 155 99 155 91 0
2 4 147 107 147 115 155 115 155 107 0
2 4 147 339 147 347 155 347 155 339 0
2 4 147 235 147 243 155 243 155 235 0
2 4 155 67 155 75 163 75 163 67 0
2 4 147 163 147 171 155 171 155 163 0
2 4 147 331 147 339 155 339 155 331 0
2 4 139 371 139 379 147 379 147 371 0
2 4 147 323 147 331 155 331 155 323 0
2 4 147 123 147 131 155 131 155 123 0
2 4 139 243 139 251 147 251 147 243 0
2 4 155 91 155 99 163 99 163 91 0
2 4 147 291 147 299 155 299 155 291 0
2 4 147 315 147 323 155 323 155 315 0
2 4 155 227 155 235 163 235 163 227 0
2 4 155 163 155 171 163 171 163 163 0
2 4 155 283 155 291 163 291 163 283 0
2 4 155 243 155 251 163 251 163 243 0
2 4 155 235 155 243 163 243 163 235 0
2 4 155 211 155 219 163 219 163 211 0
2 4 155 315 155 323 163 323 163 315 0
2 4 155 203 155 211 163 211 163 203 0
2 4 155 291 155 299 163 299 163 291 0
2 4 163 91 163 99 171 99 171 91 0
2 4 163 211 163 219 171 219 171 211 0
2 4 163 123 163 131 171 131 171 123 0
2 4 163 227 163 235 171 235 171 227 0
2 4 163 67 163 75 171 75 171 67 0
2 4 163 115 163 123 171 123 171 115 0
